track,artist,final_emotion,reason,lyrics
"Rhapsody on a Theme of Paganini in A minor, opus 43 - Variation VIII:Tempo I",Sergei Rachmaninoff,fear,Track was not found,
Theme Song,Black Mesa Mod Group,fear,Track was not found,
Wallander evil,Martin Phipps,fear,Track was not found,
Pixels (Pete Heller's Oldskool Mix),UBU,fear,Track was not found,
"Symphonie Fantastique, op.14: Dies irae",Chicago Symphony Orchestra,fear,Track was not found,
Urban Funk Campaigne (Feraliminal Lycanthropizer),Schloss Tegal,fear,Track was not found,
"Sometimes, You Must Fall",Squdlum,fear,Track was not found,
The Nine,)EIB(,fear,Track was not found,
Anvil Of Crom,Conan the Barbarian,fear,Track was not found,
Mafarka 2,Mauthausen Orchestra,fear,Track was not found,
Transparent Obstacle,Gauntlet 4,fear,Track was not found,
Mafarka 1,Mauthausen Orchestra,fear,Track was not found,
Creepy Stories,Matteo Curcio,fear,Track was not found,
Crazy,Ominous Serenity,fear,Track was not found,
Foul Brood,Bubble's Depo,fear,Track was not found,
I Touch My Body In Vain To Find The Wound,Tharsis Tholus,fear,Track was not found,
Tribute To Locust Face,Yeye feat. Rules,fear,Track was not found,
Unchained,Alykai,fear,Track was not found,
quinto riflessi- quinto movimento,Nico Mangifesta,fear,Track was not found,
natura inorganica- terzo movimento,Nico Mangifesta,fear,Track was not found,
Escape,Miklos Rozsa,fear,Track was not found,
Teddy Bear Wired.,Bernard Herrmann,fear,Track was not found,
"Clock Town, Third Day",Koji Kondo and Toru Minegishi,fear,Track was not found,
The Judas Swing,Eso Charis,fear,Track was not found,
Lost Hope for Tomorrow,崎元仁,fear,Track was not found,
Empty Streets Revisted,DJ Hidden,fear,Track was not found,
Hellmarch (Arkus P. Remix),Razor,fear,Track was not found,
Ghostrider,Total Science & S.P.Y.,fear,Track was not found,
Improvvisazione per chitarra preparata I!,Nico Mangifesta,fear,Track was not found,
Eerie Invited,Scrog,fear,Track was not found,
The Irreparale Act,Loss,fear,Track was not found,
Gofere/Antchi Hoye,Getachew Mekurya,fear,Track was not found,
Cymatic Scan,Bill Laswell & Tetsu Inoue,fear,Track was not found,
Mako Reactor,Nobuo Uematsu -FF VII-OSV-CD1,fear,Track was not found,
Thedium Vithe,Negativa,fear,Track was not found,
Gwely Mernans,Aphex Twin,fear,Track was not found,
Bloodstone,Amon Tobin,fear,Track was not found,
Oompa Radar,Goldfrapp,fear,Track was not found,
October Is Eternal,of Montreal,fear,Track was not found,
Youlogy,Volcano Choir,fear,Track was not found,
"First, Love",She Wants Revenge,fear,Track was not found,
Illuminated,Miami Horror,fear,Track was not found,
I Found the End,Broadcast,fear,Track was not found,
Noam Chomsky Spring Break 2002,Department of Eagles,fear,Track was not found,
La Sirena,Feist,fear,Track was not found,
Small Craft on a Milk Sea,Brian Eno,fear,Track was not found,
I Collect Coins,Mercury Rev,fear,Track was not found,
5,Interpol,fear,Track was not found,
Calliope,Tom Waits,fear,Track was not found,
4:02,Global Communication,fear,Track was not found,
Arbenita (11 Years),Max Richter,fear,Track was not found,
Wake Up Pretty,A Sunny Day In Glasgow,fear,Track was not found,
Obelisk,Timber Timbre,fear,Track was not found,
Narcosis,Tomahawk,fear,Track was not found,
Night Swim,Amon Tobin,fear,Track was not found,
Syncope,Sparta,fear,Track was not found,
Illuminant,Efterklang,fear,Track was not found,
Dying To See You,Flunk,fear,Track was not found,
Bine,Autechre,fear,Track was not found,
Swamp Magic,Timber Timbre,fear,Track was not found,
Stranded The Line,Jonny Greenwood,fear,Track was not found,
Way Their Crept,Grouper,fear,Track was not found,
Laurie's Theme,John 5,fear,Track was not found,
Full Bleed,DJ Food,fear,Track was not found,
Witch,Goblin,fear,Track was not found,
"Dead Cities, Red Seas & Lost Ghosts",M83,fear,Track was not found,
Those Who Stayed,Murder By Death,fear,Track was not found,
Army of Fear,Lorn,fear,Track was not found,
Likeness of Uncles,Dirty Projectors,fear,Track was not found,
Flaxen,Dean Blunt,fear,Track was not found,
Abandon All Hope,Aesop Rock,fear,Track was not found,
A last dance with Léon,Doctor Flake,fear,Track was not found,
Disturbance in the Great Slumber,Morbid Angel,fear,Track was not found,
Hi Baku Shyo,This Heat,fear,Track was not found,
Kill Robok,Squarepusher,fear,Track was not found,
Rothko Chapel 4,Morton Feldman,fear,Track was not found,
Satine's Theme,Craig Armstrong,fear,Track was not found,
The Suicidal Clock Chime,Akira Yamaoka,fear,Track was not found,
In Prelight Isolate,Set Fire to Flames,fear,Track was not found,
Black Feather Wishes Rise,Brightblack Morning Light,fear,Track was not found,
Yttrium,Isan,fear,Track was not found,
Batwings (A Limnal Hymn),Coil,fear,Track was not found,
Our Blessed Frozen Cells,Blut aus Nord,fear,Track was not found,
Sueurs froides,Doctor Flake,fear,Track was not found,
Witches Winds,Wisp,fear,Track was not found,
Heilige Leben,Death in June,fear,Track was not found,
Bloody Knuckles,Switchblade Symphony,fear,Track was not found,
An Emergency,Coil,fear,Track was not found,
Ganondorf,近藤浩治,fear,Track was not found,
Syndir Guos (Opinberun Frelsarans),Sigur Rós,fear,Track was not found,
Furryvision,Super Furry Animals,fear,Track was not found,
Baby's Gone Away,Psychic TV,fear,Track was not found,
Th5,"Meanwhile, Back In Communist Russia...",fear,Track was not found,
Hausmusik,Harmonia,fear,Track was not found,
Amnion,Bola,fear,Track was not found,
Judas! Judas!,Blueneck,fear,Track was not found,
The Thousandth Landing,Bear McCreary,fear,Track was not found,
Macabre,Samhain,fear,Track was not found,
Air-eyes,Seefeel,fear,Track was not found,
The Desert Is a Circle,Six Organs of Admittance,fear,Track was not found,
Big Day Out,Secede,fear,Track was not found,
Trad Velecido,Casino Versus Japan,fear,Track was not found,
Doll Head,John Ottman,fear,Track was not found,
Cusp,"Meanwhile, Back In Communist Russia...",fear,Track was not found,
Spectre as Valkerie Is,Lurker of Chalice,fear,Track was not found,
Chimes of Furry,Sofa Surfers,fear,Track was not found,
Crypt,Matt Uelmen,fear,Track was not found,
Jynwythek Ylow,Aphex Twin,fear,Track was not found,
Falling the Same Way,Sandwell District,fear,Track was not found,
Torching Koroviev,Khanate,fear,Track was not found,
Alfosskor Song,Sigur Rós,fear,Track was not found,
drug party,Broadcast and The Focus Group,fear,Track was not found,
Leaves Of Summer,Cranes,fear,Track was not found,
Sun Against My Eyes,Colleen,fear,Track was not found,
Raining In My Room,Swell Maps,fear,Track was not found,
Silkworms,Guns N' Roses,fear,Track was not found,
...I Lay My Ear to Furious Latin,Ben Frost,fear,Track was not found,
Mongrel Meets His Maker,DJ Shadow,fear,Track was not found,
Until the end,梅林茂,fear,Track was not found,
Phantom Channel Crossing,Labradford,fear,Track was not found,
Sound of the Ghost,Clutchy Hopkins,fear,Track was not found,
The Plateau Which The Zephyr Of Flora Occupies,Susumu Yokota,fear,Track was not found,
Ezekiel,matryoshka,fear,Track was not found,
Baby Ray Baby,This Mortal Coil,fear,Track was not found,
The Antidote,King Kooba,fear,Track was not found,
Umbra,Negură Bunget,fear,Track was not found,
Kule Kule Reprise,Konono Nº1,fear,Track was not found,
So it Goes,Greg Haines,fear,Track was not found,
Snails and Lasers for Patricia Highsmith,Matmos,fear,Track was not found,
Recording A Tape... (Typewriter Duet),Bell Orchestre,fear,Track was not found,
Significant Others,Squarepusher,fear,Track was not found,
Homecomputer,Kraftwerk,fear,Track was not found,
Other Voices (live),The Cure,fear,Track was not found,
Gnossiennes,Erik Satie,fear,Track was not found,
Therma,Ataraxia,fear,Track was not found,
Epitome X,Blut aus Nord,fear,Track was not found,
Place of Spirit,Kate Price,fear,Track was not found,
River Waltz,Alexandre Desplat,fear,Track was not found,
Fairy Dance Of Twinkle And Shadow,Susumu Yokota,fear,Track was not found,
Temple Of The Black Pharaoh,Nox Arcana,fear,Track was not found,
Isolation,Theodor Bastard,fear,Track was not found,
A. On Bridge,Anja Garbarek,fear,Track was not found,
Dropjes,Brad Mehldau,fear,Track was not found,
Les ondes silencieuses,Colleen,fear,Track was not found,
Kitty Bath,John Ottman,fear,Track was not found,
Sateen tullessa,Islaja,fear,Track was not found,
Crackerjack Fool,Josephine Foster,fear,Track was not found,
Hellboy,Xinon,fear,Track was not found,
Ochram,Ataraxia,fear,Track was not found,
Unfamiliar,Black Sun Empire,fear,Track was not found,
Vats of Goo,Mark Morgan,fear,Track was not found,
Deus Ex MacHina,Laibach,fear,Track was not found,
Helio)))Sophist,Sunn O))),fear,Track was not found,
Domino Ladder Beta,Mahogany,fear,Track was not found,
Officer Jimbo,James Newton Howard,fear,Track was not found,
Amstel,Opiate,fear,Track was not found,
Saikai no chi to bara,Malice Mizer,fear,Track was not found,
6.6,Supersilent,fear,Track was not found,
Under Rotting Sky,Khanate,fear,Track was not found,
Le Ore Rosa di Mazenderan,Ataraxia,fear,Track was not found,
Amras,Thomas Köner,fear,Track was not found,
Strange Fruit,Cocteau Twins,fear,Track was not found,
Cloud of Unknowing,Steve Roach,fear,Track was not found,
I'm Waiting Here (feat. Lykke Li),David Lynch,fear,Track was not found,
Do The Astrowaltz,Porn Sword Tobacco,fear,Track was not found,
Telling Meaning,Daedelus,fear,Track was not found,
Cosmic Queries,Willis Earl Beal,fear,Track was not found,
AS Gardens Need Walls,Amnesia Scanner,fear,Track was not found,
Huis Clos,Laurent Garnier,fear,Track was not found,
Are You There,Black Sun Empire,fear,Track was not found,
The Gate,Xela,fear,Track was not found,
Women in White,Philip Glass,fear,Track was not found,
Serenade,Midaircondo,fear,Track was not found,
Operated On,Union Of Knives,fear,Track was not found,
Deseret,Cass McCombs,fear,Track was not found,
Scars Forever,Frank the Baptist,fear,Track was not found,
Humdinger,The Space Lady,fear,Track was not found,
Variation of Scene,Josef K,fear,Track was not found,
Dies Irae,Benjamin Britten,fear,Track was not found,
Gewalt,Deutsch Amerikanische Freundschaft,fear,Track was not found,
To Parter,Butthole Surfers,fear,Track was not found,
Kill a Man With a Joystick In Your Hand,d'Eon,fear,Track was not found,
Lost Child,Susumu Yokota,fear,Track was not found,
Saphyrro,Vas,fear,Track was not found,
Episcopal Hymn,John Fahey,fear,Track was not found,
La reine des hommes aux yeux verts,Ataraxia,fear,Track was not found,
Dance Among The Waiting,Six Organs of Admittance,fear,Track was not found,
Library Suite,Martin O'Donnell & Michael Salvatori,fear,Track was not found,
Upheaved,The Knife in Collaboration with Mt. Sims and Planningtorock,fear,Track was not found,
Bitterness,Pestilence,fear,Track was not found,
Cold Dead Skin,The Sin:Decay,fear,Track was not found,
"III - Silenzio, For Bayan, Vio",Sofia Gubaidulina,fear,Track was not found,
Vanhellig,Nortt,fear,Track was not found,
Bleeding in Heaven,Cradle of Filth,fear,Track was not found,
Inside the Chamber,Delerium,fear,Track was not found,
Revolver (Part 2) (Album Version),Isobel Campbell & Mark Lanegan,fear,Track was not found,
The other side of the door,Moi dix Mois,fear,Track was not found,
Henry Hudson,Freescha,fear,Track was not found,
Floorkiller (Daedal remix),Icon of Coil,fear,Track was not found,
Football,Aidonia,fear,Track was not found,
Warm waters,Flёur,fear,Track was not found,
Phone Calls From The Dead,Meat Beat Manifesto,fear,Track was not found,
Part 1,The Future Sound of London,fear,Track was not found,
Pastorale,Ataraxia,fear,Track was not found,
Compact Disc,Oval,fear,Track was not found,
Winter's Knight,Nox Arcana,fear,Track was not found,
Only the Neon Lights,Because of Ghosts,fear,Track was not found,
Our Fading Horizons,Hate Forest,fear,Track was not found,
Agharti,Ataraxia,fear,Track was not found,
Dolphins,Ataraxia,fear,Track was not found,
Vaeltajan laulu,Islaja,fear,Track was not found,
Verona,Fennesz,fear,Track was not found,
3 AM At The Border Of The Marsh From Okefenokee,Tangerine Dream,fear,Track was not found,
Slow Sad Love Song,The Verlaines,fear,Track was not found,
Missiles And Mammals,Sickoakes,fear,Track was not found,
The E. Song,dictaphone,fear,Track was not found,
I Love Every Waving Thing,Ataraxia,fear,Track was not found,
Affenroulette,Einstürzende Neubauten,fear,Track was not found,
Weeping Wall (Instrumental),David Bowie,fear,Track was not found,
A Prison in the Desert,Anita Lane,fear,Track was not found,
X-Files (UNKLE Remix),UNKLE,fear,Track was not found,
Corpse Bride,Brookes Brothers,fear,Track was not found,
Lost Time Not Found Again,Oren Ambarchi,fear,Track was not found,
The Fox Speaks To His Wife Who Is Not Quite Sure,Frog Eyes,fear,Track was not found,
Act Ii - A Beautiful Square In Isfahan,Carl Nielsen,fear,Track was not found,
Things We Never Had,Coil,fear,Track was not found,
Concerto Grosso No. 1 - Prelud,Alfred Schnittke,fear,Track was not found,
The Berbers,Clannad,fear,Track was not found,
Michael Row,Matteah Baim,fear,Track was not found,
Codex Durex,Laibach,fear,Track was not found,
2 The Proposition #1,Nick Cave,fear,Track was not found,
Weird Nightmare,Charles Mingus,fear,Track was not found,
Elevazione,Ataraxia,fear,Track was not found,
Nancy Sings,Jandek,fear,Track was not found,
Intimacy,Kiki,fear,Track was not found,
spires awake,Hecq,fear,Track was not found,
Fog On the Hudson (425 W 57th Street),Moondog,fear,Track was not found,
Starfish,Pinback,fear,Track was not found,
Anagamin,Giacinto Scelsi,fear,Track was not found,
12 Souls,Sigh,fear,Track was not found,
Lama Dorje Chang,Yungchen Lhamo,fear,Track was not found,
Serpens,Zombi,fear,Track was not found,
Tam Lin,Mediæval Bæbes,fear,Track was not found,
Whistleblower,Vladislav Delay,fear,Track was not found,
Blood of Cherries,Ataraxia,fear,Track was not found,
Comrade Enver Hoxha,Test Dept.,fear,Track was not found,
Exiled (Gaudi Rmx),Tripswitch,fear,Track was not found,
Blood Theme (Bonus Track) (Original Mix),Cazzette,fear,Track was not found,
Profane the Twelve,Hexentanz,fear,Track was not found,
There's No Time to Recall,The Frozen Autumn,fear,Track was not found,
Der Herrscher und der Sieger,Einstürzende Neubauten,fear,Track was not found,
Juba Lee Brown,His Name Is Alive,fear,Track was not found,
Wörk,The Golden Filter,fear,Track was not found,
Mojave Plan,Tangerine Dream,fear,Track was not found,
Under Wraps,Barry Adamson,fear,Track was not found,
On the Way,Popol Vuh,fear,Track was not found,
I Will Be True,Set Fire to Flames,fear,Track was not found,
Om Mani Padme Hung,Yungchen Lhamo,fear,Track was not found,
Song: Our Underwater Torch,Squarepusher,fear,Track was not found,
To This Life,Azure Ray,fear,Track was not found,
Torso,Laibach,fear,Track was not found,
Century Schoolbook,Piano Magic,fear,Track was not found,
No Gravity,Chaostar,fear,Track was not found,
Oduarpa,Ataraxia,fear,Track was not found,
Hot Springs In The Snow,The Creatures,fear,Track was not found,
DJ Krust - Re-Arrange,The Cinematic Orchestra,fear,Track was not found,
"Mikka, For Solo Violin (1971)",Iannis Xenakis,fear,Track was not found,
A Volume of Typefaces,The Boats,fear,Track was not found,
Watusi Zombie,Jan Davis,fear,Track was not found,
Cape Clear,Seth Lakeman,fear,Track was not found,
Immolare,Sandwell District,fear,Track was not found,
main title,John Carpenter & Alan Howarth,fear,Track was not found,
I've Always Loved The Fall,Lost in the Trees,fear,Track was not found,
Predator,Clannad,fear,Track was not found,
Pans Lughn,Arckanum,fear,Track was not found,
Dirty Little Secret,X-Patriate (Alan J. Lipman),fear,Track was not found,
From Morning On,AGF/Delay,fear,Track was not found,
The Unity,Hate Forest,fear,Track was not found,
On The Wrong Side Of Relaxation,Barry Adamson,fear,Track was not found,
Cryotank Expansion,Covenant,fear,Track was not found,
Queen of the Mole People,Deerhoof,fear,Track was not found,
Evangelista II,Carla Bozulich,fear,Track was not found,
National Anthem,U.S. Girls,fear,Track was not found,
In Flight,Clannad,fear,Track was not found,
